9780552169592,"'Seek and ye shall find.' With these words echoing in his head, eminent Harvard symbologist Robert Langdon awakes in a hospital bed with no recollection of where he is or how he got there. Nor can he explain the origin of the macabre object that is found hidden in his belongings. A threat to his life will propel him and a young doctor, Sienna Brooks, into a breakneck chase across the city of Florence. Only Langdon's knowledge of hidden passageways and ancient secrets that lie behind its historic facade can save them from the clutches of their unknown pursuers. With only a few lines from Dante's dark and epic masterpiece, The Inferno, to guide them, they must decipher a sequence of codes buried deep within some of the most celebrated artefacts of the Renaissance - sculptures, paintings, buildings - to find the answers to a puzzle which may, or may not, help them save the world from a terrifying threat. Set against an extraordinary landscape inspired by one of history's most ominous literary classics, Inferno is Dan Brown's most compelling and thought-provoking novel yet, a breathless race-against-time thriller that will grab you from page one and not let you go until you close the book."
9780140140439,"In A Sad City, The Saddest Of Cities, A City So Ruinously Sad That It Had Forgotten Its Name, Lived A Professional Storyteller Named Rashid And His Son Haroun.' Thus Begins Rushdie&Rsquo;S Magical And Delightful Book, Which Is Comprised Of Hundreds Of Stories, Funny And Sad, All Of Them Juggled At Once, Together With Sorcery And Love, Wicked Uncles And Fat Aunts, And Mustachioed Gangsters In Yellow Check Pants."
9780552161237,
9780552151696,"Brilliant, beautiful Susan Fletcher discovers the NSA is being held hostage by a code so complex that it would cripple U.S. intelligence if released."
9780345453747,"In this collection of novels, Arthur Dent is introduced to the galaxy at large when he is rescued by an alien friend seconds before Earth's destruction, and embarks on a series of amazing adventures with his new companion."
9780552149518,"Robert Langdon, Harvard Professor of symbology, receives an urgent late-night call while in Paris: the curator of the Louvre has been murdered. Alongside the body is a series of baffling ciphers. Langdon and a gifted French cryptologist, Sophie Neveu, are stunned to find a trail that leads to the to the works of Da Vinci - and further. The curator, part of a secret society named the Priory of Sion, may have sacrificed his life to keep secret the location of a vastly important religious relic hidden for centuries. It appears that the clandestine Vatican-sanctioned Catholic sect Opus Dei has now made its move. Unless Landon and Neveu can decipher the labyrinthine code and quickly assemble the pieces of the puzzle, the Priory's secret - and a stunning historical truth - will be lost forever."
9780552161268,"CERN Institute, Switzerland: a world-renowned scientist is found brutally murdered with a mysterious symbol seared onto his chest. The Vatican, Rome: the College of Cardinals assembles to elect a new pope. Somewhere beneath them, an unstoppable bomb of terrifying power relentlessly counts down to oblivion. In a breathtaking race against time, Harvard professor Robert Langdon must decipher a labyrinthine trail of ancient symbols if he is to defeat those responsible - the Illuminati, a secret brotherhood presumed extinct for nearly four hundred years, reborn to continue their deadly vendetta against their most hated enemy, the Catholic Church."
9780552150736,"When a world renowned scientist is found brutally murdered in a Swiss research facility, a Harvard professor, Robert Langdon, is summoned to identify the mysterious symbol seared onto the dead man's chest. His baffling conclusion: that it is the work of the Illuminati, a secret brotherhood presumed extinct for nearly four hundred years - reborn to continue their bitter vendetta against their most hated enemy, the Catholic church. In Rome, the college of cardinals assembles to elect a new pope. Yet somewhere within the walls of the Vatican, an unstoppable bomb of terrifying power relentlessly counts down to oblivion. While the minutes tick away, Langdon joins forces with Vittoria Vetra, a beautiful and mysterious Italian scientist, to decipher the labyrinthine trail of ancient symbols that snakes across Rome to the long-forgotten Illuminati lair - a secret refuge wherein lies the only hope for the Vatican. But, with each revelation comes another twist, another turn in the plot, which leaves Langdom and Vetra reeling and at the mercy of a seemingly invisible enemy... Angels & Demons is a breathtakingly brilliant thriller which catapults the reader through the antiquity of Rome, through sealed crypts, dangerous catacombs, deserted cathedrals and even the most secret vault on earth. As the prequel to Dan Brown's worldwide bestseller,The Da Vinci Code, it has the distinction of introducing his readers to Harvard symbologist, Robert Langdon.Angels & Demonsbegins the journey of enlightening epiphanies to dark truths as the battle between science and religion turns to war."
9780593054277,"Six years in the writing, The Lost Symbol is Dan Brown's extraordinary sequel to his internationally bestselling Robert Langdon thrillers, Angels and Demons and The Da Vinci Code. Nothing is ever what it first appears in a Dan Brown novel. Set over a breathtaking 12 hour time span, the book's narrative takes the reader on an exhilarating journey through a masterful and unexpected landscape as Professor of Symbology, Robert Langdon, is once again called into action. Expertly researched and written with breakneck pace, The Lost Symbol once again demonstrates why Dan Brown is the world's bestselling thriller writer."
9780099134015,
