9788184006858,Novoneel Chakraborty,Mystery,Thriller,Fiction,"For those of you who don't know me yet, I'm Rivanah Bannerjee, a Kolkatan trying to find her footing in Mumbai. Even though I’m currently in a relationship with a great guy, I can’t help but miss my ex-boyfriend despite knowing that he cheated on me. But that’s the least of my worries. The stranger has gone missing since the police tried to nab him unsuccessfully. Where is he? What does he want from me? Why did he come into my life in the first place? Will he ever contact me again? These and many more questions continue to torment me every day. I’m desperate for the stranger to come back to me knowing full well that he may destroy me forever. But then that’s the sexiest thing I have ever known about someone.With every revelation, it seems the truth is far more twisted than Rivanah can imagine. Wickedly plotted, All Yours, Stranger—Novoneel Chakraborty’s gripping follow-up to his hugely popular Marry Me, Stranger—will keep you on the edge of your seat until the last page. Book two of the Stranger trilogy"
9780007282456,Agatha Christie,Mystery,Fiction,Mystery,"There's a serial killer on the loose, bent on working his way through the alphabet. And as a macabre calling card he leaves beside each victim's corpe the ABC Railway Guide open at the name of the town where the murder has taken place. Having begun with Andover, Bexhill and then Churston, there seems little chance of the murderer being caught - until he makes the crucial and vain mistake of challenging Hercule Poirot to frustrate his plans."
9780007282319,Agatha Christie,Classics,Mystery,"1,347 users","First, there were ten - a curious assortment of strangers summoned as weekend guests to a private island off the coast of Devon. Their host, an eccentric millionaire unknown to all of them, is nowhere to be found. All that the guests have in common is a wicked past they're unwilling to reveal - and a secret that will seal their fate. For each has been marked for murder. One by one they fall prey. Before the weekend is out, there will be none. And only the dead are above suspicion."
9780007282548,Agatha Christie,Mystery,Fiction,Mystery,"Considered to be one of Agatha Christie's most controversial mysteries, The Murder of Roger Ackroyd breaks all the rules of traditional mystery writing. The peaceful English village of King’s Abbot is stunned. First, the attractive widows Ferrars dies from an overdose of veronal. Not twenty-four hours later, Roger Ackroyd—the man she had planned to marry—is murdered. It is a baffling, complex case involving blackmail, suicide, and violent death, a cast that taxes Hercule Poirot’s “little grey cells” before he reaches one of the most startling conclusions of his fabled career."
9781784751944,James Patterson,Mystery,Thriller,Fiction,"No. 7 Ocean Drive is a multimillion-dollar beachfront house in the Hamptons, but its beautiful exterior hides a horrific past. This house was the setting for a series of depraved killings that have never been solved. Neglected, empty and rumoured to be cursed, it's known as the Murder House, and locals keep their distance.Detective Jenna Murphy has moved to the area to escape her troubled past and rehabilitate a career on the rocks. But when a Hollywood power broker and his mistress are found dead in the abandoned Murder House, Jenna becomes involved in a case that at first seems open and shut, but reveals more secrets than she could possibly imagine.As more bodies surface and Jenna is drawn deeper into the dark history of No. 7, she must risk her own life to expose the truth – before the Murder House claims another victim."
9780349138732,Elye J. Alexander,Mystery,Fiction,Cultural,"The Devotion Of Suspect X (known as Yogisha X No Kenshin in Japanese) is a mystery novel. It narrates the story of Yasuko Hanaoka, a single mother who lives in Tokyo. The story mainly revolves around the battle of wits between a mathematician and a physicist.Yasuko Hanaoka works in a Bento shop, and her neighbor, Tetsuya Ishigami, a genius mathematician, falls in love with her.Shinji Togashi, her ex-husband, enters her life again and tries to destroy everything that she has built up. In a fit of rage and in self defense, she murders him. Cornered and helpless, she is then helped by the brilliant Ishigami, who devises a plan to cover up the murder.Shunpei Kusanagi, a detective with the Tokyo Police, is given the task of decoding the mysterious events of that fateful day, but he is left stumped by the puzzling circumstances that he has been called upon to investigate.Kusanagi often seeks the help of his friend, a genius physicist named Manabu Yukawa, in solving seemingly impossible cases. But this time, Yukawa secretly decides to take matters into his own hands to help his old friend Ishigami, who is involved in the mysterious case.Kusanagi seems to have hit a dead end in solving this puzzling case, but whether the genius of Yukawa succeeds is something that remains to be seen.The Devotion of Suspect X was highly acclaimed and won Higashino many coveted awards including the 134th Naoki Prize and the 6th Honkaku Mystery Grand Prize. It was also awarded the number one status by the 2006 editions of Kono Mystery ga Sugoi! and Honkaku Mystery Best 10, two mystery fiction guidebooks published annually in Japan. In the year 2008, it was made into a Japanese film directed by Hiroshi Nishitani. A Korean film adaptation is also in the pipeline as of May 2012.About Keigo HigashinoKeigo Higashino is a Japanese author, and is well-known for his work in the genre of mystery. His novels are originally written in Japanese.His other works include Hokago, Himitsu, Henshin, Y"
9780552161244,Dan Brown,Fiction,Thriller,Mystery,"When a new NASA satellite detects evidence of an astonishingly rare object buried deep in the Arctic ice, the floundering space agency proclaims a much-needed victory...a victory that has profound implications for U.S. space policy and the impending presidential election.With the Oval Office in the balance, the President dispatches White House Intelligence analyst Rachel Sexton to the Arctic to verify the authenticity of the find. Accompanied by a team of experts, including the charismatic academic Michael Tolland, Rachel uncovers the unthinkable - evidence of scientific trickery - a bold deception that threatens to plunge the world into controversy..."
9780751549256,J.K. Rowling,Mystery,Fiction,Mystery,"When a troubled model falls to her death from a snow-covered Mayfair balcony, it is assumed that she has committed suicide. However, her brother has his doubts, and calls in private investigator Cormoran Strike to look into the case. A war veteran, wounded both physically and psychologically, Strike's life is in disarray. The case gives him a financial lifeline, but it comes at a personal cost: the more he delves into the young model's complex world, the darker things get - and the closer he gets to terrible danger.A gripping, elegant mystery steeped in the atmosphere of London - from the hushed streets of Mayfair, to the backstreet pubs of the East End, to the bustle of Soho - The Cuckoo's Calling is a remarkable debut. Introducing Cormoran Strike, it is a classic crime novel unlike any other book you will read this year."
9780007282630,Agatha Christie,Mystery,Mystery,353 users,"'The murderer is with us - on the train now...'Just after midnight, the famous Orient Express is stopped in its tracks by a snowdrift. By morning, the millionaire Simon Ratchett lies dead in his compartment, stabbed a dozen times, his door locked from the inside. One of his fellow passengers must be the murderer.Isolated by the storm and with a killer in their midst, detective Hercule Poirot must find the killer amongst a dozen of the dead man's enemies, before the murderer decides to strike again..."
9780751563580,Robert Galbraith,Mystery,Fiction,Mystery,"When a mysterious package is delivered to Robin Ellacott, she is horrified to discover that it contains a woman’s severed leg.Her boss, private detective Cormoran Strike, is less surprised but no less alarmed. There are four people from his past who he thinks could be responsible – and Strike knows that any one of them is capable of sustained and unspeakable brutality.With the police focusing on the one suspect Strike is increasingly sure is not the perpetrator, he and Robin take matters into their own hands, and delve into the dark and twisted worlds of the other three men. But as more horrendous acts occur, time is running out for the two of them…Career of Evil is the third in the highly acclaimed series featuring private detective Cormoran Strike and his assistant Robin Ellacott. A fiendishly clever mystery with unexpected twists around every corner, it is also a gripping story of a man and a woman at a crossroads in their personal and professional lives. Cormoran Strike is back, with his assistant Robin Ellacott, in a mystery based around soldiers returning from war.Praise for the Cormoran Strike series:‘An unputdownable tale of malice and murder.’Sunday Times‘Teems with sly humour, witty asides and intelligence.’The Times"
