9788184006858,"For those of you who don't know me yet, I'm Rivanah Bannerjee, a Kolkatan trying to find her footing in Mumbai. Even though I'm currently in a relationship with a great guy, I can't help but miss my ex-boyfriend despite knowing that he cheated on me. But that's the least of my worries. The stranger has gone missing since the police tried to nab him unsuccessfully. Where is he? What does he want from me? Why did he come into my life in the first place? Will he ever contact me again? These and many more questions continue to torment me every day. I'm desperate for the stranger to come back to me knowing full well that he may destroy me forever. But then that's the sexiest thing I have ever known about someone. With every revelation, it seems the truth is far more twisted than Rivanah can imagine."
9780007282456,
9780007282319,
9780007282548,
9781784751944,
9780349138732,
9780552161244,
9780751549256,"When a troubled model falls to her death from a snow-covered Mayfair balcony, it is assumed that she has committed suicide. However, her brother has his doubts, and calls in private investigator Cormoran Strike to look into the case. Strike is a war veteran - wounded both physically and psychologically - and his life is in disarray. The case gives him a financial lifeline, but it comes at a personal cost: the more he delves into the young model's complex world, the darker things get - and the closer he gets to terrible danger . . . A gripping, elegant mystery steeped in the atmosphere of London - from the hushed streets of Mayfair to the backstreet pubs of the East End to the bustle of Soho - The Cuckoo's Calling is a remarkable book. Introducing Cormoran Strike, this is the acclaimed first crime novel by J.K. Rowling, writing under the pseudonym Robert Galbraith."
9780007282630,
9780751563580,"When a mysterious package is delivered to Robin Ellacott, she is horrified to discover that it contains a woman's severed leg. Her boss, private detective Cormoran Strike, is less surprised but no less alarmed. There are four people from his past who he thinks could be responsible - and Strike knows that any one of them is capable of sustained and unspeakable brutality. With the police focusing on the one suspect Strike is increasingly sure is not the perpetrator, he and Robin take matters into their own hands, and delve into the dark and twisted worlds of the other three men. But as more horrendous acts occur, time is running out for the two of them... A fiendishly clever mystery with unexpected twists around every corner, Career of Evil is also a gripping story of a man and a woman at a crossroads in their personal and professional lives. You will not be able to put this book down."
9780552159708,"CERN Institute, Switzerland: a world-renowned scientist is found brutally murdered with a mysterious symbol seared onto his chest. The Vatican, Rome: the College of Cardinals assembles to elect a new pope. Somewhere beneath them, an unstoppable bomb of terrifying power relentlessly counts down to oblivion. In a breathtaking race against time, Harvard professor Robert Langdon must decipher a labyrinthine trail of ancient symbols if he is to defeat those responsible - the Illuminati, a secret brotherhood presumed extinct for nearly four hundred years, reborn to continue their deadly vendetta against their most hated enemy, the Catholic Church."
9781847245458,"Forty years ago, Harriet Vanger disappeared off the secluded island owned and inhabited by the powerful Vanger family. There was no corpse, no witnesses, no evidence. But her uncle, Henrik, is convinced that she was murdered by someone in her own family, the deeply dysfunctional Vanger clan. Journalist Mikael is hired to investigate."
9781780221359,"THE ADDICTIVE No.1 BESTSELLER THAT EVERYONE IS TALKING ABOUT Who are you? What have we done to each other? These are the questions Nick Dunne finds himself asking on the morning of his fifth wedding anniversary, when his wife Amy suddenly disappears. The police suspect Nick. Amy's friends reveal that she was afraid of him, that she kept secrets from him. He swears it isn't true. A police examination of his computer shows strange searches. He says they weren't made by him. And then there are the persistent calls on his mobile phone. So what really did happen to Nick's beautiful wife?"
9780553826166,"Killing Floor introduces Jack Reacher, the tough ex-military cop of no fixed abode. Trained to think fast and act faster, with an eye for the women, he is truly every thinking reader's perfect action hero. Margrave has just had its first homicide in thirty years. And Reacher is the only stranger in town. So the murder is pinned on him. As nasty secrets leak out and the body count mounts, only one thing is for sure: They picked the wrong guy to take the fall..."
9780349139340,
9781444757200,
9788129120175,
9788129120489,
